video_id	title	info	tags	duration	category
4263	Charming and Shy Girls ~[Happy] Small D Version Flip Jump	"In 2001, Mourning conducted an experiment in which she said: ""Most women should stay home and take care of their children.""Men are better suited to politics than women.""Most women's best job is cooking, or nursing, or teaching.""Most women are not very bright.""Most women need men's protection."	[2800, 5832, 2501, 3420, 4991, 697, 6065, 1453, 4624, 1059, 3523, 2386, 4055, 2789]	118	3
4264	You're embarrassing yourself at the dance club again.	http://www.youtube.com/watch? v=f8JAz0V2TBMGermanGoldReserves-Theworld&#39;ssecondbiggestgoldreserves	[5226, 2501, 361, 4963, 1242, 6065, 902, 4096, 3722, 4015, 726, 743, 1599, 4055, 5223, 3778]	151	3
4265	Your Diao Chan Online Ancient Style Disco	June 7, Chengdu, Sichuan Province. Liang Shi, a 54-year-old examinee, came to Tongjin Middle School early in the morning to prepare for his 25th college entrance examination. Liang Shi said that his exam has no deadline, until he is admitted to Sichuan University. Some netizens called him the college entrance examination nail house. Others question whether he is hyping up and wasting resources. Liang Shi said, This hype said so absurd ah, He just want to realize a college dream.	[1886, 5953, 1325, 3835, 4937, 697, 4991, 4627, 4478, 3431, 902, 144, 6055, 5783, 4055, 745]	154	1
4266	Steam's top-selling games	I used to play with my mobile phone with one hand and ride an electric bike with the other hand. Now I don't play anymore. Both hands are used to push the wheelchair.	[5637, 1602, 5085, 2581, 4475, 144, 5074, 143, 2883, 4348]	164	1
4267	Which of the two bars of gold is the dirtiest? What is moral permission?	"Cattle ploughing horse food grain ~ boss work I enjoy! Tea-drinking brother's new single ""Do Seven"" BGM:hitthat"	[4403, 4035, 1353, 268, 3816, 1892, 5154, 2472, 636, 2701, 1264, 412, 6072, 3960, 3558]	169	5
4268	Take you to visit the world's second largest gold deposit-the Germany National Gold Reserve	Thank you for every blessing of the UP Lord thank you very much wish you a smooth college entrance examination will be refueling	[3769, 950, 3063, 2988, 4543, 3631, 362, 2953, 4401, 4758, 2897, 3260, 3489, 3725, 1541, 1264, 3025, 4384]	161	5
4269	Target Sichuan University! Sichuan 54-year-old high school examinee took part in the college entrance examination for the 25th time:There is no deadline for the exam, so far!	There'll be other searches next time.	[5413, 525, 486, 832, 2312, 3449, 1636, 4468, 3180, 5074, 5610, 876, 3119, 1498, 1074, 5398, 4443]	62	5
4270	When two people are together, the most important thing is to be honest with each other	Met at 6, separated at 12, fell in love at 18, married at 24, thank you for being in my life, past, present and future.	[2532, 2325, 240, 4118, 383, 2304, 144, 3180, 15, 714, 5765, 3687, 2236, 2675, 1707, 2707, 4027, 2866, 48]	65	2
4271	Tea drinking brother: I quit!	"Recently,""Dream Reformer"" has attracted a lot of heated discussion. The latest news points out that cracks have appeared on the roof of the unused new house after construction, which looks like a defective product.#How to treat the rollover of Dream Reformer #,#Dream Reformer's worst design has appeared #,#Dream Reformer #Early stage:Late Li Xixi: Adi"	[125, 1900, 2000, 1182, 1644, 1597, 2285, 879, 4441, 1042, 2355, 5822, 1283, 3806, 1850, 4924, 5739, 3687, 4446, 5886, 3598, 5762, 3697, 955]	109	5
4272	Go for the College Entrance Examination	After leaving Tencent naked and becoming a jobless vagrant, I went to many places in my motherland this year, and many stories happened, which will be the most precious experience and memory in my life.	[4113, 525, 486, 1627, 5081, 3449, 490, 1884, 4400, 5905, 5133, 4038, 1663, 5199, 1264, 5085]	169	5
4273	"When I search for ""The Legend of Zelda"" in 4399"	He confessed in the back light|Cao Youning	[1668, 119, 96, 143, 5074, 104, 3251, 5220, 4962, 3712, 5927, 2181]	169	1
4274	I finally married the girl I liked when I was six.	Do a long time of video, do not want to be so cold, ask point to recommend ah. Please give us three company, please! BGM:Megalobox	[2323, 4355, 5008, 466, 1506, 1498, 3793, 735, 1086, 2771, 144, 3431, 5269, 2052, 2236, 490, 1320, 3205, 2147, 3821]	140	4
4275	"There are cracks in the wall of 1.32 million reconstructed houses, and the quality is worrying. Should ""Dream Reformer"" lose money?"	Ragnarok: BV1qt4y1971hBV1Dt4y1977Z Modern Journey to the West:BV1WT4y177q6 material comes from the network, if there is infringement, please contact to delete! BGM: Mai Zhenhong-Fairy Sword. It's a lot of hard work to review	[3620, 447, 2266, 2111, 5393, 706, 3205, 1622, 2395, 1636, 2236, 5493, 2426, 2909, 1406]	70	3
4276	I've become richer this year without a job	"If some people call China's diplomacy ""war wolf"" diplomacy because China has responded to attacks, smears and insults without any bottom line and explained the truth, then why not do ""war wolf"" diplomacy in order to safeguard China's sovereign security and development interests, to safeguard national honor and dignity, and to safeguard international fairness and justice?"	[1560, 830, 5316, 4020, 5774, 3494, 5211, 3409, 2423, 1143, 2743, 4122, 3431, 2236, 919, 3205, 5631, 48]	124	3
4277	That's sexual tension! Jinjiang Military Overlord really has a face	"He was one of the earliest disseminators of Marxism in China and one of the main founders of the Communist Party of China. He encouraged China youth to ""build a youth country"" and ""a youth nation"" with the youth of myself. On this day in 1927, he was killed by a reactionary warlord. He was only 38 years old when he died. Li Dazhao sacrificed 94 years, salute, remember. (Source: Central Video, People 's Daily, Beijing Time, Age of Awakening)"	[5286, 5646, 4080, 950, 2759, 1635, 5118, 2164, 5472, 3468, 5032, 4730, 6007, 331, 2725, 3516, 6046, 3180]	73	4
4278	Real Heroes League	"Today, the funeral ceremony for Wu Mengchao,""Father of China Hepatobiliary Surgery,"" was held in Shanghai. There was no sad music on the scene, but ""The Internationale"" was played. It is understood that Wu Lao liked this song very much before his death, and his family also felt that this song could represent Wu Lao's spirit. Representatives from all walks of life bowed deeply in the passionate melody and expressed their grief. (Source: Internet)"	[830, 4992, 5691, 5927, 3786, 5953, 1249, 1086, 4354, 636, 4292, 5091, 3687, 1915, 2236, 3028, 4312, 526, 1497, 2333, 3133, 2056]	128	1
4279	The Legend of Immortal Cultivation	China Daily	[4425, 566, 5927, 1601, 4292, 598, 6000, 4654, 2312, 3687, 2236, 4172, 99, 4312, 4053, 2638, 3978, 5338, 542, 3007]	154	4
4280	"[Ministry of Foreign Affairs] China's ""War Wolf Diplomacy""? Yeah, right! So what if we are?! Feeling sick?"	Refund Brother Live Recording Screen	[4522, 5311, 5774, 5358, 5460, 1207, 5735, 1074, 2137]	79	7
4281	Do you know a man named Max?	https://m.yangshipin.cn/video? type=1&amp;pid=600001859&amp;ptag=4_1.0.5.15187_copy&amp;ptag=4_2.4.0.23132_copy2022.02.04/07 News broadcast reports that every time the China women 's football team sees the women' s football, tears fill their eyes, so moved! I have watched seven years of women 's football, these seven years, women' s football has a climax (2022 Asian Cup champion), also has a low point (Tokyo Olympic Games fiasco), but I always do not abandon, firm support, because they are our only home team! I hope you can always support the China women's football team, have the opportunity to go to the scene to support!	[2735, 5311, 2513, 2758, 5373, 3936, 5460, 5822, 418, 2635, 25, 3042, 4423, 3820, 5043, 1522, 1372, 2008, 2130, 3846, 1074]	137	4
4282	There was no sad music at the scene of his body's farewell, but the International Song sounded	If you want to learn how to divide the ball, you can ask our sister Jiali! Congratulations to the China women 's football team won the Asian Cup championship, sonorous roses never give up ~ as long as there is a dream in the heart, nothing is impossible! Come on you Spurs!	[5236, 4351, 4369, 3344, 5311, 1445, 3026, 4349, 3193, 1789, 5460, 5955, 2059, 3991, 806, 5043, 4431, 3846, 4401, 2395, 1074]	127	5
4283	Well, well, you needn't read any more!	Signs of kidney deficiency	[906, 5773, 2913, 5311, 5942, 2709, 4286, 4681, 5460, 3115, 3895, 3095, 2618, 1074, 1058]	61	7
4284	Refund Brother Live Broadcast (Women 's Asian Cup Winning Time)	How to recover scientifically after staying up late?	[4013, 5072, 4418, 4208, 1003, 4968, 2813, 1520, 3463, 5469, 5280, 3614, 4599, 1263]	62	3
4285	[China women's football] too row noodles! News broadcast with a full 108 seconds to report the women's football championship, this is the national football!	https://mparticle.uc.cn/video.html? uc_param_str=frdnsnpfvecpntnwprdssskt&amp;wm_aid=d58e8a7a55974f2e831e7f8209e84e23&amp;wm_id=04c4cbaffe784d9ca7edf66f2330a735&amp;pagetype=share&amp;btifl=10016&amp;tab=video	[783, 3426, 5072, 4418, 4117, 5469, 1520, 144, 3463, 325, 1477, 1151, 1872, 2231, 4599]	144	3
4286	Asian Cup champion Tang Jiali, how does she play in the Premier League?	chatter	[3038, 783, 5072, 4418, 4968, 3463, 1774, 1151, 4599, 5015]	107	3
4287	Signs of kidney deficiency.	"Source: CCTV's military landing ship is not only a transport ship, but also a combat ship, which undertakes the task of helping land soldiers and equipment to get through the ""last kilometer"" of beach landing. Look at the internal picture of the naval landing ship. The hatch is open, and many chariots are driving out. They are landing on the beach quickly!"	[4269, 1128, 111, 268, 474, 3699, 3431, 1854, 2334, 1264, 1068, 2523, 3589, 5649, 5055, 1281, 5068, 1856, 954, 585]	120	5
4288	How to recover scientifically after staying up late?	"Source: CCTV Military Fast Reversing, Sharp Turning, Crossing Unilateral Bridge If you want to train to become a military driver's ""18 kinds of martial arts,"" not only do you have to pass the driving skills, but also have to memorize more than 50 kinds of theoretical knowledge such as automobile structure, repair and maintenance. Driving training takes three months at the earliest."	[830, 989, 532, 4147, 956, 1602, 2619, 144, 3431, 412, 1854, 2334, 1283, 637, 1264, 1881, 3820, 3542, 3719]	113	5
4289	It's too cruel, don't change your face and shoot the real scene of your cramps	Haike News	[1901, 3961, 4658, 585, 3533, 2236, 3463, 2656, 5500, 3820, 3205]	60	3
4290	Men's Durban's latest scum man Zhang Quan egg	Micro bo scum with small three, heaven made!	[495, 5472, 2315, 3687, 2236, 4423, 3902, 1576, 4027, 4844, 1658, 2838]	73	2
4291	"High burn! Get through the fast beach landing six ""the last kilometer""! The PLA dock landing ship full tank chariot screen exposure, collective charge super shock!"	Source: Annoying Villagers, Super Battle Wall, Invincible Trident, Star Wars, God Can't Bleed	[2976, 404, 5311, 519, 1057, 4697, 4263, 5460, 485, 222, 2690, 5373, 1811, 1594, 5690, 967, 1074, 4684]	61	0
4292	You take a driver's license and a soldier brother take a driver's license! Netizen: I will never say that the driver's license is difficult to take	BGM: LeaF-Moba Moba Software:Blender	[4035, 1734, 798, 1881, 2494, 268, 5460, 3490, 2690, 5122, 1264, 960, 5085]	114	5
4293	Asked if Taiwan has a chance of winning if the two sides go to war? The former commander of the Taiwan army could not help laughing	After watching it, do you feel that the whole person is happy? Follow me, there are Minecraft featured videos every day (·ω·) Hey, you can find the past sand sculpture videos on my homepage.	[4594, 5311, 6114, 2809, 4004, 5460, 3979, 4201, 4373, 2690, 1420, 1656, 5048, 1074, 5097, 404]	84	7
4294	Chen Xiang Derailed River Armor with Real Hammer	"Wang Yibo racing suit imitation makeup Zhang Yixing Han Liu imitation makeup Zhang Yixing ice style imitation makeup sweet wild boy Ding Zhen imitation makeup movie ""Give You a Little Red Flower"" Wei Yihang (Yi Shou Qian Xi) imitation makeup TV play ""Duosu"" Su Wenxing (Liu Guanlin) imitation makeup TV play ""Long Song Xing"" Ashle Falcon (Wu Lei) imitation makeup"	[5407, 4703, 2025, 3431, 1206, 1124, 4423, 4955, 4044, 623, 3006, 5927, 2838]	164	0
4295	I'm sorry, you don't deserve to be called a god.	"Avril Lavigne make-up film ""007: Black Sun Crisis"" Sophie Masobon girl make-up film ""Doctor Strange"" Ancient Wizard (Tilda Swinton) make-up Elizabeth Taylor make-up film ""007:Casino Royale Eva Greenbelt-Cate Blanchett Audrey Hepburn"	[4190, 1720, 3640, 3757, 545, 744, 854, 5074, 1102, 2294, 3986, 4949, 4598, 2028, 1460]	132	1
4296	[MC Animation] Moba Moba, MC Animation Reset (No Harmony)	I hope everyone has a laugh hh with smuggled goods (dog head) for a forwarding point of praise three consecutive!!	[5207, 874, 3812, 770, 6047, 2198, 1203, 4354, 4658, 926, 1386, 2302, 1102, 3008, 2729, 4443]	68	1
4297	MC players have laughed crazy after watching #4	"Hiccup or is this the original version of ""Down the Mountain""?weibo@"	[2483, 849, 90, 5074, 1102, 3687, 143, 2675, 4312]	96	1
4298	Bobo is the most exotic|Asian Male Star Imitation Makeup Collection	Mr. Tengger carries out Korean business (not) Ball Ball Ball Three Company Arrangement Love 105° Hehe	[5548, 4808, 93, 3516, 1147, 4419, 3056, 3653, 397, 2602, 4650, 3028, 4114, 4141, 1796, 255, 252, 965, 3722, 881, 4786]	105	3
4299	Bobo is the most exotic|European and American classic actress imitation makeup	Ha ha! Three! Three! Three! Three!	[4333, 2865, 4808, 3516, 4131, 1147, 455, 4419, 2759, 3056, 2524, 3653, 3431, 317, 5319, 4114, 4141, 1796, 4608, 881, 4786]	179	3
4300	Ring Ring Ring, right?	"https://m.yangshipin.cn/video? type=0&amp;vid=r000024fxz1 Tengger hardcore version of ""A Curtain Dream"" is coming! The original song is dreamlike and affectionate, but there is a little more boundless in Tengger, he is both rigid and soft, bold but without losing tenderness. Hard core version of ""a curtain dream"" has a unique flavor, together to enjoy! (CCTV frequency number: listening moment)"	[2435, 1735, 1509, 139, 361, 1317, 5394, 1641, 1528, 5443, 3687, 1954, 3431, 4832, 3199, 4053]	83	0
4301	"[Gong Linna & Tengger] Co-performance! Or is this the original version of ""Down the Mountain""?"	It's been almost a year since I imitated the Tengger version of lemon. Time has passed so quickly. I've lost my voice. To the third company!!!!	[2435, 2262, 2285, 1128, 3978, 5394, 2820, 2000, 5173, 4312, 5640, 5739, 3687, 3122, 4145, 5084, 5043, 3180]	168	4
4302	Laugh to death! Open the blind box and drive to Tengger	I really am ... I accidentally made a sand sculpture video ... The video is purely for entertainment. Heaven is sung by the UP Lord. You can leave a message if you want to listen to any songs ~~~(^^*) I hope you can pay attention to it! And company three! Thank you very much! I will continue to refuel! Original Singing: Tengger Singing: Sakura Ping Apple (with the sound line of Huazawa coriander) Official fan QQ group:72395815 Netease Cloud Music/QQ Music:Yingping Apple Sina Weibo:Yingping Apple WeChat public account:YPAPPLEMUISC	[1735, 1097, 1317, 5394, 989, 4354, 1528, 4658, 5948, 3687, 3748, 623, 1191, 4053]	93	0
4303	"It's too high! When Tengger sang ""Two Tigers Love Dancing,"" the children were very happy to hear it ()"	If you think I'm doing well, then three companies are really important to an UP master. Even if you don't have money, give a praise. I seem to be getting used to the feeling of sinking into the sea	[2262, 125, 5394, 5278, 3264, 1317, 4517, 4354, 1528, 4613, 1735, 4931, 3687, 1955, 4053, 2435, 953, 1419, 585, 2147]	82	0
4304	"Tengger hard core version of ""a curtain dream"" is coming! Middle-aged top stream, can sing anything!"	Precious Image: What's the feeling of listening to the people of Qing Dynasty	[4763, 2262, 2328, 3103, 1461, 361, 5394, 1464, 1528, 4130]	130	0
4305	"When Tengger sang Diga Ultraman's ""Miracle Reappearance,"" the grassland became light haha"	[From YOUTUBE] Source video address:https://www.youtube.com/watch? v=Ar_Jwij9O7I [youtube handling] If the infringement site notices to delete within 24 hours (≥ ≤)/~ Initial submission has no experience, welcome criticism and correction! (≤ ≤)/~ Welcome to like coin charging!!! (≧▽≦)/~	[4913, 2435, 2483, 2262, 1826, 336, 1901, 1317, 5394, 443, 4354, 1528, 5443, 3402, 3687, 291, 4053]	100	0
4306	"Shocking! Hanazawa,""Paradise""! Tangel said AWSL!"	"The world believes that the rule of the emperor is as solid as a rock, only the glass moon in the eyes of Keqing flourishes, as if the magnificent sand castle on the beach. But even the moment sunny also did not expect,""high tide"" moment came so fast. CV:Keqing_Xie Ying ""Original God"" game reservation:https://www.biligame.com/detail/? id=103496"	[1735, 2262, 1509, 5725, 5435, 1317, 5394, 1528, 5443, 3687, 2063, 317, 4608, 671, 5703, 5223]	85	6
4307	"There's a beeper on ""The Weather Child""?! Fan Gao still plays B station???"	"Luo Qi fluttering lightly, caresses the fence beautiful shadow graceful. On a good day, we will gather together, and raise our glasses to the moon and stars for a long time. CV: Keqing_Xie Ying Condensing Light_Du Mingya ""Original God"" bilibili Service Download Address:https://www.biligame.com/detail/? id=103496"	[3647, 361, 1203, 1835, 5085, 3949, 1413, 2294, 5266, 3874, 4851, 3140, 4443]	173	6
4308	Precious Image: What's the feeling of listening to the people of Qing Dynasty	Original god [Ai dust and snow shadow] shadow heavy plot combat CG pure enjoy version---------------------(highlight) this video for real-time recording screen, copyright belongs to Miha swim--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------	[2978, 5460, 24, 4685, 5403, 2897, 4758, 4468, 1476, 5373, 2861, 2890, 4384]	77	4
4309	In 1676, a satanic nun wrote a satanic letter, which was finally translated 340 years later.	We wonder where our little wishes will go. But our light will eventually converge in the night sky and become as bright as day. Game reservation is now open, please stamp for details:https://www.biligame.com/detail/? id=103496	[3769, 1503, 3589, 2520, 2638, 2686, 2396, 940, 3489, 4758, 4214, 2400, 4104, 1264, 4384, 4348]	117	5
4310	"New Character Demo of ""Original God""-""Keqing:The Seven Stars of Jade"	It's a pity to throw away the pencil shavings saved for a year. At first I hesitated whether to send this video, because it didn't take much time, it seemed very watery, but I thought, my other serious painting time-consuming video may not be as high as this video broadcast volume, so send it!	[2110, 1211, 1688, 1666, 194, 4157, 5074, 318, 630, 468]	67	1
4311	"Original God"" Tivat Fashion·Clothes PV-Clothes Spin Color Suit"	Congratulations to Old Tomato for reaching 10 million fans! Self-made old tomato 10 million fans achievement medal, brand color is bilibili blue is also MC diamond blue, 100,000 fans are silver white, 1 million fans are golden yellow, I think 10 million fans should be diamond blue, match bilibili icon color. There is no data medal size data, looking for some videos of station B and Baidu pictures, only to calculate an approximate size, the main size is the literal version for A4 paper size, the software used is SolidWorks three-dimensional design software, not animation software, the picture quality is not generally poor, feel the impact of the look and feel on the white whoring bar, thank you to click in to watch.	[3164, 5725, 5861, 3545, 1688, 3282, 2958, 5074, 6009, 395, 456, 5101, 2593, 171]	68	1
4312	Original God [Dust and Snow Shadow] Plot Battle Animation High Pure Edition	network	[3308, 5669, 4628, 1494, 1644, 1203, 1688, 3326, 4604, 2958, 5074, 3115, 3076, 5371, 5291, 648, 2708, 4189, 1513, 3707]	84	1
4313	"Original God"" Real-time cutscene of the Lantern Festival-""Converge into Ming Xiao"	A touching police story. Inspired by BV1Z64y1z7Ye	[2435, 2615, 1203, 1688, 3042, 3899, 2173, 501, 2958, 2813, 55, 3965, 43]	105	1
4314	I've saved up a year's worth of pencil shavings. I'll use them to draw a picture	¿	[1226, 5071, 1022, 1619, 5534, 2236, 5986, 4777, 2541, 3908]	71	3
4315	Will Old Tomato's 10 Million Fans Achievement Medal be like this?	This video is for entertainment only and has been switched	[1911, 4101, 1203, 5041, 3961, 2138, 1507, 140, 1842, 5990, 3774, 4936, 2294, 2852, 2013, 4443]	133	6
4316	The most outrageous second person in history! Each major competition area to see Scout Zoe Ping a seconds kill full of blood female gun! Bay Bay commentary laughed to collapse!	Made with Blockbuster family bucket;Shadow: BSL_v7.2. (Small Theatre Version)	[5987, 5953, 3807, 1963, 2957, 442, 1915, 5074, 3548, 4994, 5898, 2414, 5691]	139	1
4317	"Misleading"" touching video ""Police"	Thank you for watching	[830, 5774, 2834, 3406, 3107, 2281, 1368, 4411, 144, 2940, 5859, 2336, 5739, 3687, 2236, 5608, 2231, 4661, 2015, 4846]	74	4
4318	Zero, but it's Halloween.	Hello everyone, I am a profile, I am useless, there is no microblog @ funny bird nest, mow, mow, mow, mow	[2129, 3638, 5942, 2336, 2000, 5739, 112, 5074, 57, 327, 1275, 2627, 526]	80	0
4319	Learning to Explode Questions	Rumor has it that dog meat is very good for you. Now autumn and winter is coming, many people are thinking of a dog meat hot pot. This also makes the dog thief stealing dog behavior intensified. So, how do these dog thieves steal dogs?	[536, 2347, 3911, 2336, 1318, 2809, 86, 5716, 3346, 5739, 112, 2701, 1413, 3107, 4876, 2013]	61	2
4320	Is the game hard? I don't think it's that hard, is it?	OP restore! [Attack Giant Final Season]	[447, 3040, 1621, 2312, 3904, 143, 5074, 812, 1089, 1413, 1102, 1873, 5895, 4443]	62	1
4321	Zero yuan customs clearance	Black humor, thanks for paying attention to Weibo:Zhu Yi's Boring Life YouTube:[Zhu's Boring Life] Official Channel Wechat Official Account:Zhu Yi's boring life BGM:Beautiful Partner--Hu Weili's Chinese Opening Song on the Tip of His Tongue--Ah Kun	[495, 3040, 2336, 5575, 3189, 577, 5739, 112, 3687, 3107, 841, 1199, 2231, 4053]	81	4
4322	Holmes: Watson isn't home tonight, so we can ...	weibo@	[3392, 6000, 3751, 2749, 1203, 3899, 3599, 4312, 2422, 3687, 2713, 1576, 5351, 3820, 5878, 5927, 581, 1084]	138	6
4323	How cruel are rural dog thieves? Dog dealer, I advise you to be kind!	Black humor, thanks for paying attention to Weibo:Zhu Yi's Boring Life YouTube:[Zhu Yi's Boring Life] Official Channel BGM:Beautiful Partners	[273, 5941, 3393, 3489, 2472, 5383, 1449, 1264]	94	5
4324	OP restore! [Attack Giant Final Season]	weibo@	[2809, 989, 1203, 51, 144, 1811, 4104, 5690, 1541, 3140, 2107, 5917, 1947, 1327, 4053, 2435, 2844, 146, 6051, 2705, 973]	91	6
4325	Finally, how many good friends do I have	weibo@YouTube [] official channel public number:Zhu Yi's boring life Netease Cloud/Zhihu:Zhu Yi's Boring Life Bgm:Hu Weili	[830, 3055, 315, 3696, 5992, 944, 2953, 2834, 5154, 5082, 3687, 2236, 3902, 915, 2088, 3558]	106	5
4326	[Zhu Yi] 54 I laughed when he looked at the cool face of the luxury car	Weibo: Zhu Yi's Boring Life YouTube:[Zhu Yi's Boring Life] Official Channel Zhihu/Netease Cloud:Zhu Yi's boring life public number:Zhu Yi's boring life BGM:Hu Weili	[315, 887, 4493, 2759, 2749, 5082, 3902, 2890, 931, 194, 3687, 2236, 1099, 2088, 2150, 1617, 1507, 3695, 2926]	68	4
4327	I think he can be arranged to run the African Marathon	weibo@YouTube [] official channel public number:Zhu Yi's boring life Netease Cloud/Zhihu:Zhu Yi's Boring Life Bgm:Beautiful Partner--Hu Weili Youth--Ma Xiaoling, Zhu Yihua Mint Water	[3164, 315, 4451, 585, 3687, 1253, 2236, 5082, 2039, 1576, 412, 915, 2890, 2088]	70	2
4328	Is the person you care about around today?	Wechat Official Account @weibo@ YouTube [Zhu Yi 's Boring Life Bgm:Hu Weili	[4542, 3793, 3784, 4276, 315, 4826, 1086, 1125, 3687, 3431, 2236, 2370, 2460, 5082, 3722, 427, 4893, 77]	126	2
4329	[Zhu Yi] 164 I, bankrupt!!	Weibo: Zhu Yi's Boring Life YouTube:[Zhu's Boring Life] Official Channel Wechat Official Account:Zhu Yi's boring life BGM:Beautiful partner--Hu Weili God of Gamblers--Lu Guanting Hero Song--Liu Huan	[5207, 315, 1125, 4730, 1038, 5085, 1623, 4782, 3096, 5082, 4654, 4248, 3687, 2236, 2088, 4365, 2208, 6052, 2298]	77	0
4330	[Zhu Yi] 212 came up with a clever way to improve the efficiency of employees!	"A week before departure, I received an invitation from Horizon 8, so I happily changed into a new suitcase and went to play. I haven't taken vlog for a long time. Last time I went to Hangzhou two years ago, I should have seen it. Do you know why you can't make a brush with hair and write? Because I'm bald, T_T. I don't have enough hair! bgm: ""butterflies""I&#39;mYours"	[3073, 3164, 2532, 361, 315, 263, 1086, 1143, 4248, 3687, 5082, 2236, 5147, 4601, 4945, 2088]	115	2
4331	[Zhu Yi] 162 I was still the teenager	"On the 7th, United States intelligence officials issued a statement saying that Russia, China and Iran were interfering in the U.S. election. Trump was asked about the matter at a press conference in New Jersey on the same day. He claimed that the last thing the three countries wanted was for him to win the election.""China hopes that in the election, I will lose to Sleepy Biden, so that China can rule the United States."" He also said that China is a greater threat than Russia and will pay close attention to such election interference."	[1545, 2586, 2262, 1509, 5435, 315, 4906, 4782, 3818, 4658, 3805, 3687, 5082, 2236, 1413, 3722, 2088, 5642]	168	0
4332	[Zhu Yi] 187 Suggest you don't drive Ferrari to go on a blind date	"On the 17th, NBC revealed a video of Trump's 1992 party at Sea Lake Manor surrounded by women. Epstein, a billionaire accused of sexually assaulting young girls, was also present. The two talked and laughed, and Trump pointed to one of the women and whispered to him,""She's too hot."" A few days ago, Trump said he hadn't spoken to Epstein in more than a decade, repeatedly stressing that he didn't like him."	[5141, 2449, 2532, 315, 1933, 3068, 3307, 3687, 5043, 2236, 2725, 1831, 3669, 919, 2088, 5956]	161	2
4333	[Zhu Yi] 98 suddenly rich! At the age of my struggle, he had already begun to retire	This is probably our role model. He is really strong.	[1892, 222, 3564, 1413, 104, 3793, 519, 1086, 5082, 397, 4104, 3180, 4190, 4609, 4699, 5041, 3687, 2236, 99, 2150, 1944]	170	2
4334	This crayon is so beautiful! It's supposed to look good!	Model: Toppi Official, Mihoyo, Newbiedienloan too grass	[4269, 4183, 4691, 4362, 2933, 1192, 849, 2743, 5304, 5852, 2737, 2236, 1413, 3091, 3205, 2789, 4427]	166	5
4335	Trump: If Biden is elected, China will rule the United States	"The original demon"" brand-new internal test role: the principle of justice, thunder, fire, ice three elements in one!"	[538, 4535, 1163, 4920, 3329, 2312, 4707, 2749, 1085, 4862, 1681, 4304, 4692, 3446, 1074, 4844]	141	7
4336	Video exposure! Trump at the Party in 1992	Photo supplier station b big guy: su yao jin asks for a complimentyoutu.be/bVorSap6aNs	[1681, 2411, 3067, 3345, 1593, 542, 5007, 1085, 5727, 1377, 4862, 3655, 2641, 1074, 3140]	114	7
4337	[Latest] He's Poster Appears on Apple's Official Website	"Thank you for your review. It's been a lot of hard work! Note: The content of this video has nothing to do with the plot and setting of the game. It is purely live. Game: ""Wolf"" character model mod source:Qiuqiu mod: @ Thousand Years Spring Day;Lightning General mod: @--Lord of God--;Other mod: photography mod, random mod. It took a lot of effort to record the material and post, and I might be slow to update to ensure the look and feel of the video. At the beginning of a more difficult to do, photography mod is not very skilled to use, when playing up to take into account the rhythm of bgm and perception, so some rice operation, you forgive me! Hope this period does not cool ah, ask for a recommendation! Ask for the support of the third company! Please!!! In addition, the video is always stolen. You saw my video on other platforms and helped to report it. Thank you ~ I like to update the next issue with 5,000 points of praise. The content can be decided by you, such as the General of Thunder and Lightning."	[1627, 5139, 4208, 1207, 5180, 4508, 4038, 768, 3524, 1264, 5085]	88	5
4338	Terrorist Barbara	"Wang Pinxian is the oldest ""deep diving academician"" in China. In 2018, Wang Pinxian, 82, carried the Deep Sea Warrior 4500-meter manned submersible and dived three times in the South China Sea in nine days, discovering deep-water coral forests. From the first time he heard about ""deep diving"" to personally going down to the bottom of the sea, from the age of 40 to the age of 80, Wang Pinxian waited for 40 years for this dream of ""deep diving."" He pushed China's deep-sea scientific research step by step to the center of the international academic stage. (Material Network: People 's Daily Online, etc.)"	[1407, 5953, 3157, 2732, 1688, 3687, 144, 5074, 4429]	123	1
4339	"The Original Demon-""The Maintainer of Heaven's Law:The Fall of Heaven."	"Recently, two policemen from Nongjiang Police Station in Heilongjiang Province found a light car on fire on the road while patrolling, but the driver did not know it. The two policemen loudly warned and quickly helped put out the fire. In fact, in order to protect people's lives and property safety, the police ""grab"" firemen's rice bowl is not uncommon."	[3520, 2319, 1412, 2491, 1688, 2958, 3687, 1133, 5739, 5074, 104, 444, 3076, 5802]	146	1
4340	[Original God] Character Child Version	http://t.cn/A6GEWA2B Recently, Hangzhou public security police received a call from a swindler. The police bear to smile, cooperate with the swindler's performance. At last, the swindler read out the address of the public security bureau, then found that it was the police who talked to him, quickly hung up the phone.	[5268, 2064, 5254, 1779, 1688, 930, 2958, 5612, 5074, 318, 1386, 4095, 3527, 2956, 1562, 3292, 2640, 470]	74	1
4341	[Original Demon] Qiu Qiu People Single Brush Lightning General	weibo@LOL Bar Master	[5245, 566, 1688, 2491, 2957, 5613, 4658, 2958, 143, 144, 3526, 3431, 5074, 4448, 1562, 5966, 4089]	114	1
4342	I don't have a doctor's degree, but I am an academician.	take off, fly to that sky material inspiration:GaRriX is about to eat into a pig	[2735, 5311, 813, 466, 2679, 5460, 3960, 3180, 2059, 6002, 1106, 2236, 1731, 806, 1611, 3820, 5884, 3846, 2395, 5020, 1074]	125	4
